ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3981205;Za ramkami;2010;2010;Drama*Short;16056;;;Russian;Ukraine;Ukraine;;
3981206;Za rannch cervnku;1934;1934;Biography*Drama;;;;Czech;Chudenice, Czech Republic*Sumava, Czech Republic;Czechoslovakia;;
3981207;Za rasuto batoru;1994;1994;Adventure;;;;Japanese;;Japan;;
3981208;Za rasuto messji: Umizaru;2010;2010;Drama;;93184153;;Japanese;Kitakysh City, Fukuoka, Japan*Shimonoseki, Yamaguchi, Japan*Tokyo, Japan;Japan;6.3;
3981209;Za reipu;1982;1982;Drama;;;;Japanese;;Japan;7.1;100
3981210;Za rekoj... Poslednie;2013;2013;Biography*Documentary*History;;;;Russian;;Russia;;
3981211;Za rekoy, granitsa;1971;1971;Adventure;;;;Russian;;Soviet Union;;
3981212;Za Rembrand, za kotkata;1997;1997;Documentary*Short;;;;Bulgarian;;Bulgaria;;41
3981213;Za riaru;2007;2007;Adult;;;;Japanese;;Japan;;
3981215;Za rodnou hroudou;1930;1930;Drama;;;;Czech;;Czechoslovakia;;
3981216;Za rok prijdu zas;1971;1971;Drama;;;;Czech;;Czechoslovakia;;
3981218;Za roripoppu raid sh;2002;2002;Short;;;;Japanese;;Japan;;
3981219;Za rzadw carskich;1918;1918;Short;;;;Polish;;Poland;;
3981221;Za rringu uesutan;2012;2012;Action*Adventure*Western;;;;Japanese;;Japan;;
3981222;Za rringu uesutan: Saigo no youjinbou;2013;2013;Action*Adventure*Western;;;;Japanese;;Japan;;
3981223;Za sada bez dobrog naslova;1988;1988;Drama;;;;Serbo-Croatian*Albanian*French*English*Spanish;;Yugoslavia;7.3;
3981224;Za samurai;1986;1986;Drama;;;;Japanese;;Japan;;
3981225;Za samurai;1987;1987;Action*Animation*Comedy*Short;;;;Japanese;;Japan;6.8;
3981226;Za samurai;1987;1987;Action*Animation*Comedy*Short;;;;;;Japan;;
3981227;Za schastem;1917;1917;Drama*Short;;;;Russian;;Russia;7.0;40
3981228;Za schastyem;1982;1982;Comedy;;;;;;Soviet Union;;
3981229;Za sciana;1971;1971;Drama;;;;Polish;Warsaw, Mazowieckie, Poland;Poland;7.8;
3981230;Za shchelchok;1977;1977;Animation*Short;;;;Russian;;Soviet Union;6.7;
